original_name,rank,uniprot_accession,uniprot_protein_name,gene_names,organism,sequence_length,fuzzy_score,ambiguity_flag,api_error
WDR5,1,P61964,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
WDR5,2,Q498M4,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
WDR5,3,P61965,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
WEE1,1,P30291,parse_error,N/A,N/A,0,26.66666666666667,NO_CONFIDENT_MATCH,
WEE1,2,Q63802,parse_error,N/A,N/A,0,26.66666666666667,NO_CONFIDENT_MATCH,
WEE1,3,P47810,parse_error,N/A,N/A,0,26.66666666666667,NO_CONFIDENT_MATCH,
WEEl,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
WEEl,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
WEEl,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
WIZ,1,O95785,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
WIZ,2,O88286,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
WIZ,3,A0A669KAV7,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
WIZ （ZF7）,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
WIZ （ZF7）,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
WIZ （ZF7）,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
Xylella fastidiosa,1,B2IAD9,N/A,,Xylella fastidiosa (strain M23),2504,9.523809523809524,NO_CONFIDENT_MATCH,
Xylella fastidiosa,2,F3KZI5,N/A,,Aequoribacter fuscus,608,9.523809523809524,NO_CONFIDENT_MATCH,
Xylella fastidiosa,3,A0A0S2FBZ1,N/A,,Lysobacter antibioticus,2242,9.523809523809524,NO_CONFIDENT_MATCH,
YAP,1,P46938,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
YAP,2,Q2EJA0,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
YAP,3,Q19404,parse_error,N/A,N/A,0,14.28571428571429,NO_CONFIDENT_MATCH,
ZBTB11,1,A0A2I3T2C9,ZBTB11,,Pan troglodytes,864,100.0,AMBIGUOUS_MULTI_ORGANISM,
ZBTB11,2,O95625,parse_error,N/A,N/A,0,0.0,AMBIGUOUS_MULTI_ORGANISM,
ZBTB11,3,G5E8B9,parse_error,N/A,N/A,0,0.0,AMBIGUOUS_MULTI_ORGANISM,
ZBTB16,1,Q05516,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
ZBTB16,2,Q802Y8,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
ZBTB16,3,A0A6D2WRU1,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
ZEB1,1,P37275,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
ZEB1,2,Q62947,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
ZEB1,3,Q64318,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
c-Met,1,P08581,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
c-Met,2,P16056,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
c-Met,3,Q769I5,parse_error,N/A,N/A,0,12.5,NO_CONFIDENT_MATCH,
cell,1,Q8TF63,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
cell,2,Q05084,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
cell,3,Q6UY09,parse_error,N/A,N/A,0,13.33333333333333,NO_CONFIDENT_MATCH,
crDNMT1-3,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
crDNMT1-3,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
crDNMT1-3,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
crFANCF-2,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
crFANCF-2,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
crFANCF-2,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
cyclin K,1,O75909,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
cyclin K,2,O88874,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
cyclin K,3,F1QMB9,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
eEF2K,1,O00418,parse_error,N/A,N/A,0,25.0,NO_CONFIDENT_MATCH,
eEF2K,2,P70531,parse_error,N/A,N/A,0,25.0,NO_CONFIDENT_MATCH,
eEF2K,3,O08796,parse_error,N/A,N/A,0,25.0,NO_CONFIDENT_MATCH,
f-AR,1,N/A,N/A,N/A,N/A,N/A,0.0,API_ERROR,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
f-AR,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
f-AR,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
gp24,1,N/A,N/A,N/A,N/A,N/A,0.0,API_ERROR,"HTTPSConnectionPool(host='rest.uniprot.org', port=443): Max retries exceeded with url: /uniprotkb/search?query=protein_name%3A%22gp24%22+OR+gene%3A%22gp24%22&format=json&size=5&fields=accession%2Cprotein_name%2Cgene_names%2Corganism_name%2Csequence (Caused by SSLError(SSLZeroReturnError(6, 'TLS/SSL connection has been closed (EOF) (_ssl.c:1028)')))"
gp24,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
gp24,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
gspt1,1,N/A,N/A,N/A,N/A,N/A,0.0,API_ERROR,"HTTPSConnectionPool(host='rest.uniprot.org', port=443): Read timed out. (read timeout=30)"
gspt1,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
gspt1,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
mfn1/2,1,N/A,N/A,N/A,N/A,N/A,0.0,API_ERROR,"HTTPSConnectionPool(host='rest.uniprot.org', port=443): Read timed out. (read timeout=30)"
mfn1/2,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
mfn1/2,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
p-Met,1,N/A,N/A,N/A,N/A,N/A,0.0,API_ERROR,"HTTPSConnectionPool(host='rest.uniprot.org', port=443): Max retries exceeded with url: /uniprotkb/search?query=protein_name%3A%22p-Met%22+OR+gene%3A%22p-Met%22&format=json&size=5&fields=accession%2Cprotein_name%2Cgene_names%2Corganism_name%2Csequence (Caused by SSLError(SSLZeroReturnError(6, 'TLS/SSL connection has been closed (EOF) (_ssl.c:1028)')))"
p-Met,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
p-Met,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
p300,1,N/A,N/A,N/A,N/A,N/A,0.0,API_ERROR,"HTTPSConnectionPool(host='rest.uniprot.org', port=443): Read timed out. (read timeout=30)"
p300,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
p300,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
p53,1,N/A,N/A,N/A,N/A,N/A,0.0,API_ERROR,"HTTPSConnectionPool(host='rest.uniprot.org', port=443): Max retries exceeded with url: /uniprotkb/search?query=protein_name%3A%22p53%22+OR+gene%3A%22p53%22&format=json&size=5&fields=accession%2Cprotein_name%2Cgene_names%2Corganism_name%2Csequence (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))"
p53,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
p53,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
pSer33/Ser37 β-catenin:β-TrCP interaction,1,N/A,N/A,N/A,N/A,N/A,0.0,API_ERROR,"HTTPSConnectionPool(host='rest.uniprot.org', port=443): Read timed out. (read timeout=30)"
pSer33/Ser37 β-catenin:β-TrCP interaction,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
pSer33/Ser37 β-catenin:β-TrCP interaction,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
parkin,1,Q7KTX7,parse_error,N/A,N/A,0,35.29411764705882,NO_CONFIDENT_MATCH,
parkin,2,E0VIU9,parse_error,N/A,N/A,0,35.29411764705882,NO_CONFIDENT_MATCH,
parkin,3,O60260,parse_error,N/A,N/A,0,35.29411764705882,NO_CONFIDENT_MATCH,
secPDL1-H,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
secPDL1-H,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
secPDL1-H,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
α-Tubulin,1,P68366,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
α-Tubulin,2,P0DPH7,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
α-Tubulin,3,P0DPH8,parse_error,N/A,N/A,0,0.0,NO_CONFIDENT_MATCH,
植物蛋白,1,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
植物蛋白,2,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
植物蛋白,3,NO_RESULT,NO_RESULT,,,0,0.0,API_ERROR,
